stim_id,text,style,baseline
57,More important than how they work is how to shut them down.  Any tips on what the recipient of such a message should do?,Polite,"{""id"": ""cmpl-68YlYwzUNlgjIEuvMEfbwdKLSomIR"", ""object"": ""text_completion"", ""created"": 1667498284, ""model"": ""text-davinci-002"", ""choices"": [{""text"": ""\n\nImpolite"", ""index"": 0, ""logprobs"": {""tokens"": [""\n"", ""\n"", ""Imp"", ""ol"", ""ite"", ""<|endoftext|>"", ""Q"", "":""], ""token_logprobs"": [-0.30673674, -0.0015798915, -0.48195845, -8.4157e-06, -1.5006569e-06, -0.011250146, -1.8837793, -4.277735e-07], ""top_logprobs"": [{""\n"": -0.30673674, "" Pol"": -2.651574, ""Imp"": -3.9298596, "" imp"": -4.482883, "" Imp"": -2.0060909}, {""This"": -9.418408, ""\n"": -0.0015798915, ""Imp"": -6.753973, ""The"": -9.268899, ""Pol"": -9.092202}, {""imp"": -4.9598827, ""This"": -2.070036, ""Imp"": -0.48195845, ""The"": -1.7371341, ""Pol"": -2.9454231}, {"" ol"": -17.309965, ""ol"": -8.4157e-06, ""<|endoftext|>"": -11.977238, ""olit"": -13.307089, ""o"": -14.732567}, {""ITE"": -17.869637, ""ites"": -19.405416, ""itely"": -18.57745, ""<|endoftext|>"": -13.407102, ""ite"": -1.5006569e-06}, {""."": -4.504131, ""\n"": -11.57371, "":"": -10.497982, ""<|endoftext|>"": -0.011250146, "" because"": -12.431982}, {""\"""": -3.5810425, ""\n"": -2.475953, ""#"": -2.669525, ""The"": -3.9010324, ""Q"": -1.8837793}, {"" :"": -16.491484, ""."": -16.687592, "":"": -4.277735e-07, "":'"": -16.873802, "":\\"": -16.949154}], ""text_offset"": [198, 199, 200, 203, 205, 208, 208, 208]}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 51, ""completion_tokens"": 5, ""total_tokens"": 56}}"
58,"Thanks, I think Angel Mendez will be a good story for the portal. What do you think?",Polite,"{""id"": ""cmpl-68YllPt9Goow4HJAUi2gkPoYGQaWA"", ""object"": ""text_completion"", ""created"": 1667498297, ""model"": ""text-davinci-002"", ""choices"": [{""text"": "" Polite"", ""index"": 0, ""logprobs"": {""tokens"": ["" Pol"", ""ite"", ""<|endoftext|>"", ""\n"", ""\\"", ""document"", ""class"", ""[""], ""token_logprobs"": [-0.62538135, -6.0038692e-05, -0.008576911, -2.4077582, -1.1570746, -0.053316332, -0.07691079, -0.16186523], ""top_logprobs"": [{""\n"": -0.87286854, "" Pol"": -0.62538135, "" polite"": -4.2569857, "" The"": -4.9574866, ""Pol"": -4.178852}, {""ITE"": -12.811455, ""itely"": -12.181059, ""<|endoftext|>"": -10.006137, ""ite"": -6.0038692e-05, ""i"": -13.112399}, {""."": -4.836139, ""\n"": -8.242991, "" "": -10.348127, ""<|endoftext|>"": -0.008576911, ""\n\n"": -9.370367}, {""\"""": -3.6119583, ""\n"": -2.4077582, ""#"": -2.7463162, ""The"": -3.6441736, ""Q"": -2.7352169}, {""%%"": -3.4559417, ""\n"": -1.2583863, ""#"": -2.4791083, ""%"": -2.8763385, ""\\"": -1.1570746}, {""Requ"": -5.0102234, ""document"": -0.053316332, ""begin"": -5.269205, ""new"": -4.3999834, ""def"": -4.8294964}, {""class"": -0.07691079, ""style"": -2.6126554, "" class"": -8.706316, "" style"": -9.553896, ""Class"": -10.882189}, {""["": -0.16186523, ""{"": -1.9798708, "" ["": -5.13344, ""[]"": -5.5509796, "" {"": -7.8563123}], ""text_offset"": [162, 166, 169, 169, 169, 169, 169, 169]}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 45, ""completion_tokens"": 2, ""total_tokens"": 47}}"
59,"Thank you for removing the ""Speedy Deletion"" from my post. I realise that I still need to do more work on the post itself, but are the sources that I am using acceptable?",Polite,"{""id"": ""cmpl-68YlxUMwrV4pDJB7we0Zy5JoRDxfm"", ""object"": ""text_completion"", ""created"": 1667498309, ""model"": ""text-davinci-002"", ""choices"": [{""text"": "" Polite"", ""index"": 0, ""logprobs"": {""tokens"": ["" Pol"", ""ite"", ""<|endoftext|>"", ""\n"", ""\\"", ""document"", ""class"", ""[""], ""token_logprobs"": [-0.55685806, -4.7399757e-05, -0.006611143, -2.2704954, -1.1318995, -0.055567227, -0.07751604, -0.16776133], ""top_logprobs"": [{"" Pol"": -0.55685806, ""\n"": -0.9502286, ""Pol"": -3.9311333, "" polite"": -4.8695984, "" The"": -5.3756127}, {""ite"": -4.7399757e-05, ""<|endoftext|>"": -10.236614, ""itely"": -12.353683, ""ITE"": -12.765648, ""itte"": -13.84387}, {""<|endoftext|>"": -0.006611143, ""."": -5.1774864, ""\n"": -7.759635, "" "": -9.043541, ""\n\n"": -9.140486}, {""\n"": -2.2704954, ""Q"": -2.2769527, ""#"": -2.865995, ""\"""": -3.6811774, ""The"": -3.7217028}, {""\\"": -1.1318995, ""\n"": -1.2849423, ""#"": -2.4906988, ""%"": -2.8306274, ""%%"": -3.489076}, {""document"": -0.055567227, ""new"": -4.3162074, ""def"": -4.8848305, ""Requ"": -4.979269, ""begin"": -5.233895}, {""class"": -0.07751604, ""style"": -2.6060777, "" class"": -8.639438, "" style"": -9.40748, ""Class"": -10.751714}, {""["": -0.16776133, ""{"": -1.9426732, "" ["": -5.1781545, ""[]"": -5.561547, "" {"": -7.8890734}], ""text_offset"": [248, 252, 255, 255, 255, 255, 255, 255]}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 65, ""completion_tokens"": 2, ""total_tokens"": 67}}"
60,"Yes, this is a nice illustration. I'd love to have a look of the code; is it possible for you to mail it to me?",Polite,"{""id"": ""cmpl-68Ym9sWGzdgKxrgAF3bXuPQ2iiopo"", ""object"": ""text_completion"", ""created"": 1667498321, ""model"": ""text-davinci-002"", ""choices"": [{""text"": "" Polite"", ""index"": 0, ""logprobs"": {""tokens"": ["" Pol"", ""ite"", ""<|endoftext|>"", ""Q"", "":"", "" How"", "" to"", "" get""], ""token_logprobs"": [-0.6016082, -6.7427754e-05, -0.006628783, -1.8223634, -1.0561456e-05, -1.6243211, -0.48568574, -2.7285728], ""top_logprobs"": [{"" Pol"": -0.6016082, ""\n"": -0.9119004, ""Pol"": -3.7901173, "" polite"": -4.354289, "" The"": -5.520332}, {""ite"": -6.7427754e-05, ""<|endoftext|>"": -9.912203, ""itely"": -11.706656, ""ITE"": -12.802508, ""itte"": -13.414849}, {""<|endoftext|>"": -0.006628783, ""."": -5.184405, ""\n"": -7.4718876, "" "": -9.399977, ""\n\n"": -9.400183}, {""Q"": -1.8223634, ""\n"": -2.0649905, ""#"": -2.8853488, ""\"""": -3.702076, ""\n\n"": -3.9012403}, {"":"": -1.0561456e-05, ""."": -13.135337, "";"": -14.108384, ""+"": -14.150442, ""code"": -14.289063}, {"" How"": -1.6243211, "" What"": -3.4636185, "" Can"": -3.9204023, "" how"": -3.9387364, ""bytes: \\xd0"": -3.9392805}, {"" to"": -0.48568574, "" can"": -1.7384714, "" do"": -2.0248501, "" does"": -3.9722083, "" many"": -5.130691}, {"" get"": -2.7285728, "" use"": -2.7802706, "" add"": -3.174292, "" make"": -3.1926742, "" create"": -3.4125867}], ""text_offset"": [189, 193, 196, 196, 196, 196, 196, 196]}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 54, ""completion_tokens"": 2, ""total_tokens"": 56}}"
61,Happy to share my new video preview with some of my local fav's!#compose #excitement @CBCMusic @Musicyyc  @CJSW @BreakOutWest @HifiClub,Polite,"{""id"": ""cmpl-68YmKuPIhluozPQSjsz4cvXENicLP"", ""object"": ""text_completion"", ""created"": 1667498332, ""model"": ""text-davinci-002"", ""choices"": [{""text"": "" Polite"", ""index"": 0, ""logprobs"": {""tokens"": ["" Pol"", ""ite"", ""<|endoftext|>"", ""\n"", ""\n"", ""The"", "" Canadian"", "" Press""], ""token_logprobs"": [-0.6856666, -2.9041616e-05, -0.0022381106, -2.3636863, -0.5819572, -3.0380542, -2.9877977, -0.002774528], ""top_logprobs"": [{""\n"": -0.7625529, "" Pol"": -0.6856666, "" polite"": -4.3864493, ""Pol"": -5.2714257, "" Imp"": -6.0557113}, {""ITE"": -14.272015, ""itely"": -13.229256, ""<|endoftext|>"": -10.641137, ""ite"": -2.9041616e-05, ""i"": -14.0008}, {""."": -6.322621, ""\n"": -8.5523, "" "": -10.469915, ""<|endoftext|>"": -0.0022381106, ""\n\n"": -9.751459}, {""\"""": -3.8260257, ""\n"": -2.3636863, ""#"": -2.9315965, ""The"": -3.8925183, ""Q"": -2.5146384}, {""%%"": -3.6686609, ""\n"": -0.5819572, ""#"": -2.8314402, ""%"": -3.2268384, ""\\"": -1.7710766}, {""A"": -3.5095313, ""B"": -4.075233, ""I"": -4.053458, ""The"": -3.0380542, ""("": -3.8572247}, {"" Associated"": -4.0966797, "" following"": -3.3567667, "" product"": -4.4357452, "" Canadian"": -2.9877977, "" first"": -5.011808}, {"" government"": -8.314111, "" National"": -9.519029, "" Press"": -0.002774528, "" Government"": -10.096512, "" Association"": -9.535228}], ""text_offset"": [213, 217, 220, 220, 220, 220, 220, 220]}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 66, ""completion_tokens"": 2, ""total_tokens"": 68}}"
62,Hi - how's it going?  Do you need more time?,Polite,"{""id"": ""cmpl-68YmLq2FMyr1WoEfXaCe5q7aqrnCT"", ""object"": ""text_completion"", ""created"": 1667498333, ""model"": ""text-davinci-002"", ""choices"": [{""text"": ""\n\nPolite"", ""index"": 0, ""logprobs"": {""tokens"": [""\n"", ""\n"", ""Pol"", ""ite"", ""<|endoftext|>"", ""Q"", "":"", "" How""], ""token_logprobs"": [-0.61896706, -0.0012190745, -0.6163143, -3.8103353e-05, -0.013469071, -2.0777385, -7.584048e-06, -1.6154307], ""top_logprobs"": [{""\n"": -0.61896706, "" Pol"": -0.87638086, ""Pol"": -4.0616074, "" The"": -4.7120347, "" polite"": -4.832427}, {""\n"": -0.0012190745, ""Pol"": -7.084957, ""The"": -8.630625, "" Pol"": -9.377534, ""This"": -10.208334}, {""Pol"": -0.6163143, ""The"": -1.1580682, ""This"": -2.2216942, ""pol"": -4.0771127, "" Pol"": -4.717355}, {""ite"": -3.8103353e-05, ""<|endoftext|>"": -10.3224945, ""itely"": -12.883225, ""i"": -13.607936, ""ITE"": -14.029186}, {""<|endoftext|>"": -0.013469071, ""."": -4.3289595, "" text"": -10.007844, ""\n"": -10.724011, "":"": -10.930996}, {""\"""": -3.7041771, ""/*"": -3.768813, ""\n"": -2.9486334, ""#"": -2.5798676, ""Q"": -2.0777385}, {"" :"": -14.849402, ""."": -13.23066, "":"": -7.584048e-06, "";"": -14.811624, ""code"": -14.732495}, {"" How"": -1.6154307, "" What"": -3.4239938, "" how"": -3.9122236, ""bytes: \\xd0"": -3.9204698, "" Can"": -3.952226}], ""text_offset"": [122, 123, 124, 127, 130, 130, 130, 130]}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 38, ""completion_tokens"": 4, ""total_tokens"": 42}}"
63,I am really flattered and happy to hear those complements for my blog! You guys motivates me to write more for my blog. Thank you! sml,Polite,"{""id"": ""cmpl-68YmOKgPhEWMyFJYiIU0EegCNOIEN"", ""object"": ""text_completion"", ""created"": 1667498336, ""model"": ""text-davinci-002"", ""choices"": [{""text"": "" Polite"", ""index"": 0, ""logprobs"": {""tokens"": ["" Pol"", ""ite"", ""<|endoftext|>"", ""Q"", "":"", "" How"", "" to"", "" get""], ""token_logprobs"": [-0.58215386, -1.5214344e-05, -0.0022686967, -2.4484189, -2.045765e-05, -1.5974113, -0.481907, -2.7223597], ""top_logprobs"": [{""\n"": -0.88958126, "" Pol"": -0.58215386, "" polite"": -4.6488614, "" The"": -5.4046593, ""Pol"": -4.6710334}, {""ITE"": -13.625878, ""itte"": -14.541061, ""itely"": -12.951247, ""<|endoftext|>"": -11.635058, ""ite"": -1.5214344e-05}, {""."": -6.371723, ""\n"": -8.172996, "" "": -10.182282, ""<|endoftext|>"": -0.0022686967, ""\n\n"": -9.316966}, {""\"""": -3.7417188, ""\n"": -2.4656246, ""#"": -2.8987272, ""The"": -3.7072837, ""Q"": -2.4484189}, {""+"": -13.808879, "" :"": -13.848964, ""."": -12.269118, "":"": -2.045765e-05, ""code"": -13.668384}, {""bytes: \\xd0"": -3.8956118, "" How"": -1.5974113, "" Can"": -3.9319522, "" What"": -3.4151793, "" how"": -3.9219718}, {"" to"": -0.481907, "" can"": -1.74303, "" do"": -2.0346632, "" does"": -3.9543567, "" many"": -5.147984}, {"" create"": -3.4022837, "" get"": -2.7223597, "" add"": -3.179635, "" use"": -2.7753096, "" make"": -3.196672}], ""text_offset"": [212, 216, 219, 219, 219, 219, 219, 219]}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 57, ""completion_tokens"": 2, ""total_tokens"": 59}}"
64,"Hey, I found <url> and at around 1:10, I think I can see the Backstreet Boys holding platinum discs (or double platinum, I'm not sure) for Backstreet's Back and Millennium. Can you please verify and is it possible to use this as a source for adding South African certifications?",Polite,"{""id"": ""cmpl-68Yma7B4uhpkv3Hha3mpMmrzlUfEj"", ""object"": ""text_completion"", ""created"": 1667498348, ""model"": ""text-davinci-002"", ""choices"": [{""text"": "" Polite"", ""index"": 0, ""logprobs"": {""tokens"": ["" Pol"", ""ite"", ""<|endoftext|>"", ""Q"", "":"", "" How"", "" to"", "" get""], ""token_logprobs"": [-0.71314675, -8.5549356e-05, -0.0019379717, -1.799946, -2.272356e-05, -1.6007086, -0.4791708, -2.7198703], ""top_logprobs"": [{""\n"": -0.8569713, "" Pol"": -0.71314675, "" polite"": -3.6613505, ""Pol"": -4.04448, "" Imp"": -3.861017}, {""ITE"": -13.145267, ""itely"": -12.13309, ""<|endoftext|>"": -9.553741, ""ite"": -8.5549356e-05, ""i"": -13.111305}, {""."": -6.6798224, ""\n"": -8.1205225, "" "": -9.035655, ""<|endoftext|>"": -0.0019379717, ""\n\n"": -9.701007}, {""\"""": -3.6812484, ""\n"": -2.542566, ""#"": -3.1753433, ""The"": -3.9547963, ""Q"": -1.799946}, {""+"": -13.899441, "" :"": -13.8917675, ""."": -12.286611, "":"": -2.272356e-05, ""code"": -14.065036}, {""bytes: \\xd0"": -3.934811, "" How"": -1.6007086, "" Can"": -3.9142132, "" What"": -3.446381, "" how"": -3.9411519}, {"" to"": -0.4791708, "" can"": -1.7597437, "" do"": -2.02305, "" does"": -3.952429, "" many"": -5.132325}, {"" create"": -3.4273226, "" get"": -2.7198703, "" add"": -3.1587296, "" use"": -2.8014894, "" make"": -3.1933348}], ""text_offset"": [356, 360, 363, 363, 363, 363, 363, 363]}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 89, ""completion_tokens"": 2, ""total_tokens"": 91}}"
65,Thank you for your kind comment.   Do you have a suggestion where the portals should be placed in the article?,Polite,"{""id"": ""cmpl-68YmoLRlrHWvrM4hzUJXhQ5dFPCmR"", ""object"": ""text_completion"", ""created"": 1667498362, ""model"": ""text-davinci-002"", ""choices"": [{""text"": "" Polite"", ""index"": 0, ""logprobs"": {""tokens"": ["" Pol"", ""ite"", ""<|endoftext|>"", ""Q"", "":"", "" How"", "" to"", "" get""], ""token_logprobs"": [-0.56540704, -2.8206221e-05, -0.008293315, -1.8069487, -2.141132e-05, -1.6022784, -0.48457673, -2.7086556], ""top_logprobs"": [{""\n"": -1.0111678, "" Pol"": -0.56540704, "" polite"": -4.171791, "" The"": -5.1079817, ""Pol"": -3.5245113}, {""ITE"": -13.236174, ""itte"": -13.82851, ""itely"": -12.152234, ""<|endoftext|>"": -10.980072, ""ite"": -2.8206221e-05}, {""."": -4.9135704, ""\n"": -7.947589, "" "": -8.74898, ""<|endoftext|>"": -0.008293315, ""\n\n"": -9.749925}, {""\"""": -3.656726, ""\n"": -2.2263885, ""#"": -2.8337345, ""The"": -3.791127, ""Q"": -1.8069487}, {""+"": -13.772419, "" :"": -13.627942, ""."": -12.235798, "":"": -2.141132e-05, "";"": -13.971609}, {""bytes: \\xd0"": -3.921904, "" How"": -1.6022784, "" Can"": -3.93567, "" What"": -3.404538, "" how"": -3.896167}, {"" to"": -0.48457673, "" can"": -1.7666621, "" do"": -1.9889903, "" does"": -3.9746943, "" many"": -5.155645}, {"" create"": -3.4031708, "" get"": -2.7086556, "" add"": -3.1858428, "" use"": -2.7803211, "" make"": -3.1714935}], ""text_offset"": [188, 192, 195, 195, 195, 195, 195, 195]}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 47, ""completion_tokens"": 2, ""total_tokens"": 49}}"
66,"@Colin Fine: I think it's a good example, especially for the use case described. Could you please add your comment as an answer?",Polite,"{""id"": ""cmpl-68YmyZT26OT3XFCRhndvH7xQsLj3b"", ""object"": ""text_completion"", ""created"": 1667498372, ""model"": ""text-davinci-002"", ""choices"": [{""text"": "" Polite"", ""index"": 0, ""logprobs"": {""tokens"": ["" Pol"", ""ite"", ""<|endoftext|>"", ""Q"", "":"", "" How"", "" to"", "" get""], ""token_logprobs"": [-0.68115455, -8.447461e-05, -0.002322344, -1.1477033, -1.8841804e-07, -1.6271639, -0.48012233, -2.7075856], ""top_logprobs"": [{""\n"": -0.8253273, "" Pol"": -0.68115455, "" "": -5.7456284, "" polite"": -3.8169818, ""Pol"": -3.8848543}, {""ITE"": -13.045299, ""itte"": -12.9876995, ""itely"": -12.007083, ""<|endoftext|>"": -9.601807, ""ite"": -8.447461e-05}, {""."": -6.674044, ""\n"": -7.3360367, "" "": -8.786157, ""<|endoftext|>"": -0.002322344, ""\n\n"": -9.417028}, {""\"""": -4.1217504, ""\n"": -2.0087514, ""#"": -2.8823953, ""Q"": -1.1477033, ""\n\n"": -4.054816}, {"":\"""": -17.113028, "":-"": -16.854599, "":"": -1.8841804e-07, "":'"": -16.786709, "":\\"": -16.951126}, {""bytes: \\xd0"": -3.934828, "" How"": -1.6271639, "" Can"": -3.9426186, "" What"": -3.4613793, "" how"": -3.921131}, {"" to"": -0.48012233, "" can"": -1.7464129, "" do"": -2.0325792, "" does"": -3.9857416, "" many"": -5.1728683}, {"" create"": -3.4176812, "" get"": -2.7075856, "" add"": -3.1742415, "" use"": -2.7927375, "" make"": -3.1966133}], ""text_offset"": [206, 210, 213, 213, 213, 213, 213, 213]}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 54, ""completion_tokens"": 2, ""total_tokens"": 56}}"
67,@mtailor 20% Better Than a Tailor? Least a tailor would know #navy vs. #blue. $500 and 4 weeks for an #innacurate suit?,Impolite,"{""id"": ""cmpl-68YnCHTQK4WsblwBNd8h18loErDjC"", ""object"": ""text_completion"", ""created"": 1667498386, ""model"": ""text-davinci-002"", ""choices"": [{""text"": ""\n\nImpolite"", ""index"": 0, ""logprobs"": {""tokens"": [""\n"", ""\n"", ""Imp"", ""ol"", ""ite"", ""<|endoftext|>"", ""#"", ""include""], ""token_logprobs"": [-0.46178046, -0.011356543, -0.24382035, -1.7595703e-05, -1.402038e-05, -0.014773023, -2.193324, -1.0156548], ""top_logprobs"": [{""\n"": -0.46178046, "" Imp"": -1.2269287, ""Imp"": -3.7318933, "" Pol"": -3.7740695, "" imp"": -4.6060295}, {""\n"": -0.011356543, ""Imp"": -4.579775, ""The"": -8.197717, ""Pol"": -8.8281555, ""This"": -9.24168}, {""Imp"": -0.24382035, ""The"": -1.8653519, ""This"": -3.36329, ""imp"": -4.620468, ""Pol"": -4.841948}, {""ol"": -1.7595703e-05, ""<|endoftext|>"": -11.261751, ""olit"": -12.426577, ""o"": -14.758258, "" ol"": -16.585657}, {""ite"": -1.402038e-05, ""<|endoftext|>"": -11.171528, ""ites"": -18.159979, ""ITE"": -18.887598, ""itely"": -19.126385}, {""."": -4.2405677, "" #"": -10.97072, ""\n"": -10.7859955, "":"": -10.185669, ""<|endoftext|>"": -0.014773023}, {""\"""": -3.5730903, ""\n"": -2.4417226, ""#"": -2.193324, ""Q"": -2.2676187, ""\n\n"": -3.8435266}, {""pr"": -3.4573367, ""include"": -1.0156548, ""if"": -2.6937144, ""!/"": -1.6109197, "" -"": -3.6733887}], ""text_offset"": [197, 198, 199, 202, 204, 207, 207, 207]}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 63, ""completion_tokens"": 5, ""total_tokens"": 68}}"
68,-1: For not specifying what is to be done later with the data. If you claim the question is open-ended (interview and all) then why accept an answer?,Impolite,"{""id"": ""cmpl-68YnDd7U3F62w02tM7q5tM2bbyh6s"", ""object"": ""text_completion"", ""created"": 1667498387, ""model"": ""text-davinci-002"", ""choices"": [{""text"": ""\n\nImpolite"", ""index"": 0, ""logprobs"": {""tokens"": [""\n"", ""\n"", ""Imp"", ""ol"", ""ite"", ""<|endoftext|>"", ""Q"", "":""], ""token_logprobs"": [-0.3461325, -0.02700756, -0.13519266, -1.37819625e-05, -5.79217e-06, -0.002251672, -1.3602593, -1.8841804e-07], ""top_logprobs"": [{""\n"": -0.3461325, "" Imp"": -1.6370355, "" Pol"": -3.1141374, ""Imp"": -3.5748768, "" imp"": -4.6750402}, {""\n"": -0.02700756, ""Imp"": -3.6727684, ""Pol"": -7.7330966, ""The"": -8.934973, ""imp"": -9.118226}, {""Imp"": -0.13519266, ""The"": -2.7940106, ""This"": -3.4754112, ""Pol"": -3.9381025, ""imp"": -5.351835}, {""ol"": -1.37819625e-05, ""<|endoftext|>"": -11.611064, ""olit"": -12.375259, ""o"": -14.798761, "" ol"": -16.865156}, {""ite"": -5.79217e-06, ""<|endoftext|>"": -12.059556, ""itely"": -17.859154, ""ites"": -18.113466, ""-"": -18.717838}, {""<|endoftext|>"": -0.002251672, ""."": -6.1555305, "":"": -10.402442, ""\n"": -10.495957, ""\n\n"": -11.79919}, {""Q"": -1.3602593, ""\n"": -2.2285042, ""#"": -2.6264725, ""\"""": -3.7128112, ""\n\n"": -3.9396727}, {"":"": -1.8841804e-07, "" :"": -16.795984, ""."": -17.199419, ""code"": -17.303196, "":\\"": -17.34159}], ""text_offset"": [227, 228, 229, 232, 234, 237, 237, 237]}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 61, ""completion_tokens"": 5, ""total_tokens"": 66}}"
69,@Ginoceno Great prediction bro! Nice optimism #FAKEFAN,Impolite,"{""id"": ""cmpl-68YnPNzUuuBKmmBFlTIIbQQ8hsp5f"", ""object"": ""text_completion"", ""created"": 1667498399, ""model"": ""text-davinci-002"", ""choices"": [{""text"": ""\n\nImpolite"", ""index"": 0, ""logprobs"": {""tokens"": [""\n"", ""\n"", ""Imp"", ""ol"", ""ite"", ""<|endoftext|>"", ""#"", ""include""], ""token_logprobs"": [-0.6713766, -0.0033979537, -0.34819874, -1.4974988e-05, -7.698572e-06, -0.0020108917, -2.249017, -0.96880966], ""top_logprobs"": [{""\n"": -0.6713766, "" Pol"": -1.7865871, ""Imp"": -4.5949936, "" imp"": -4.8258057, "" Imp"": -1.2784122}, {""This"": -9.862771, ""\n"": -0.0033979537, ""Imp"": -5.9041834, ""The"": -9.886841, ""Pol"": -7.9295764}, {""imp"": -4.52937, ""This"": -2.661326, ""Imp"": -0.34819874, ""The"": -2.534661, ""Pol"": -2.1855085}, {""oli"": -17.379444, ""ol"": -1.4974988e-05, ""<|endoftext|>"": -11.3078575, ""olit"": -13.049994, ""o"": -14.719161}, {""ITE"": -16.777237, ""ites"": -18.932203, ""itely"": -18.995478, ""<|endoftext|>"": -11.790027, ""ite"": -7.698572e-06}, {""."": -6.2456064, ""\n"": -12.118069, "":"": -12.291183, ""<|endoftext|>"": -0.0020108917, "" because"": -12.521251}, {""\"""": -3.8049304, ""\n"": -2.448982, ""#"": -2.249017, ""Q"": -2.3077385, ""\n\n"": -4.059836}, {""pr"": -3.2184315, ""include"": -0.96880966, ""if"": -2.652618, ""!/"": -1.742405, "" -"": -3.4503112}], ""text_offset"": [132, 133, 134, 137, 139, 142, 142, 142]}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 40, ""completion_tokens"": 5, ""total_tokens"": 45}}"
70,<person> I find this conversation remarkable given that you have twice opted to edit war over referencing format to the detriment of an article's quality in the last 24 hours on <url>. What gives?,Impolite,"{""id"": ""cmpl-68YnQ5vFRKLClLwZVQjKLo8kaHlSR"", ""object"": ""text_completion"", ""created"": 1667498400, ""model"": ""text-davinci-002"", ""choices"": [{""text"": ""\n\nImpolite"", ""index"": 0, ""logprobs"": {""tokens"": [""\n"", ""\n"", ""Imp"", ""ol"", ""ite"", ""<|endoftext|>"", ""Q"", "":""], ""token_logprobs"": [-0.58250475, -0.025559336, -0.3370031, -1.5214344e-05, -9.055464e-07, -0.024861217, -1.7705594, -9.966347e-06], ""top_logprobs"": [{""\n"": -0.58250475, "" Pol"": -2.569022, ""Imp"": -4.0313334, "" imp"": -5.2605658, "" Imp"": -1.1518493}, {""This"": -7.6299443, ""\n"": -0.025559336, ""Imp"": -3.8548868, ""The"": -6.993586, ""Pol"": -6.4745955}, {""imp"": -5.0982985, ""This"": -2.7133257, ""Imp"": -0.3370031, ""The"": -1.8910793, ""Pol"": -3.0120242}, {"" polite"": -15.931287, ""ol"": -1.5214344e-05, ""<|endoftext|>"": -11.632937, ""olit"": -12.126994, ""o"": -14.855831}, {""ITE"": -18.21477, ""ites"": -17.28458, ""itely"": -19.318275, ""<|endoftext|>"": -13.87045, ""ite"": -9.055464e-07}, {""."": -3.7169995, ""\n"": -9.829712, "":"": -10.602579, ""<|endoftext|>"": -0.024861217, ""\n\n"": -11.259783}, {""\"""": -3.6539888, ""\n"": -2.5160685, ""#"": -2.6766915, ""The"": -3.9997184, ""Q"": -1.7705594}, {""+"": -14.802919, "" :"": -14.5381975, ""."": -13.153043, "":"": -9.966347e-06, ""code"": -14.627351}], ""text_offset"": [274, 275, 276, 279, 281, 284, 284, 284]}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 64, ""completion_tokens"": 5, ""total_tokens"": 69}}"
71,"Am I indeed ""dishonest"" by responding to you?  Is <url>  correct?",Impolite,"{""id"": ""cmpl-68YndC6hd391xOhbyKcYWNIUlmQE0"", ""object"": ""text_completion"", ""created"": 1667498413, ""model"": ""text-davinci-002"", ""choices"": [{""text"": "" Polite"", ""index"": 0, ""logprobs"": {""tokens"": ["" Pol"", ""ite"", ""<|endoftext|>"", ""\n"", ""\\"", ""document"", ""class"", ""[""], ""token_logprobs"": [-0.55502886, -1.5567284e-05, -0.00062456593, -2.1597667, -1.140197, -0.03619458, -0.07790863, -0.15475349], ""top_logprobs"": [{"" Pol"": -0.55502886, ""\n"": -1.0459136, "" Imp"": -3.3137884, ""Pol"": -4.4183598, "" polite"": -4.720237}, {""ite"": -1.5567284e-05, ""<|endoftext|>"": -11.751638, ""itely"": -12.59013, ""ITE"": -13.663957, ""itte"": -13.966126}, {""<|endoftext|>"": -0.00062456593, ""."": -7.6658306, ""\n"": -9.369769, ""\n\n"": -11.24968, ""\u200b"": -11.461797}, {""\n"": -2.1597667, ""Q"": -2.177103, ""#"": -2.7147262, ""\"""": -3.7578456, ""/*"": -3.8816555}, {""import"": -3.4920168, ""\n"": -1.1441958, ""#"": -2.533172, ""%"": -3.0046856, ""\\"": -1.140197}, {""Requ"": -5.0478663, ""document"": -0.03619458, ""begin"": -5.7070956, ""new"": -5.126205, ""def"": -5.314489}, {"" class"": -8.639077, "" style"": -9.413409, ""class"": -0.07790863, ""style"": -2.601263, ""Class"": -10.766864}, {"" {"": -7.86958, ""[]"": -5.778378, ""["": -0.15475349, "" ["": -5.165852, ""{"": -2.0170543}], ""text_offset"": [143, 147, 150, 150, 150, 150, 150, 150]}, ""finish_reason"": ""stop""}], ""usage"": {""prompt_tokens"": 45, ""completion_tokens"": 2, ""total_tokens"": 47}}"
