stim_id,gpt3 ppl
49,"{""id"": ""cmpl-64wmmIrrcWBni1qV8ggAGjTDraonN"", ""object"": ""text_completion"", ""created"": 1666637304, ""model"": ""text-davinci-002"", ""choices"": [{""text"": ""Hey Love, as you wish, if you\u00a0 have any suggestions about my section, let me know.\u00a0 Is English a second language for you?"", ""index"": 0, ""logprobs"": {""tokens"": [""Hey"", "" Love"", "","", "" as"", "" you"", "" wish"", "","", "" if"", "" you"", ""\u00a0"", "" have"", "" any"", "" suggestions"", "" about"", "" my"", "" section"", "","", "" let"", "" me"", "" know"", ""."", ""\u00a0"", "" Is"", "" English"", "" a"", "" second"", "" language"", "" for"", "" you"", ""?""], ""token_logprobs"": [null, -10.414716, -1.7640985, -8.302271, -1.7382326, -6.049299, -1.8597646, -6.0825124, -0.60038096, -13.830089, -7.275275, -2.2451465, -2.6078014, -3.6415026, -2.9222236, -10.695802, -1.0415752, -2.964625, -0.048704226, -0.104018115, -1.152464, -4.201693, -10.193896, -10.265331, -4.5302887, -0.9405118, -0.09543476, -0.25462273, -0.030034188, -0.06793323], ""top_logprobs"": [null, {"","": -0.49024168}, {"","": -1.7640985}, {""\n"": -0.38941258}, {"" you"": -1.7382326}, {"" know"": -0.47123632}, {""."": -1.3436345}, {""\n"": -1.3258612}, {"" you"": -0.60038096}, {"" want"": -1.9689312}, {""\n"": -1.9055382}, {"" a"": -1.881101}, {"" other"": -2.1418552}, {"" or"": -1.4331758}, {"" the"": -1.7965113}, {"" blog"": -1.7805324}, {"","": -1.0415752}, {"" please"": -0.93810755}, {"" me"": -0.048704226}, {"" know"": -0.104018115}, {""."": -1.152464}, {""\n"": -0.6768101}, {""\n"": -0.39501783}, {"" there"": -0.27863613}, {"" your"": -0.7622114}, {"" second"": -0.9405118}, {"" language"": -0.09543476}, {"" for"": -0.25462273}, {"" you"": -0.030034188}, {""?"": -0.06793323}], ""text_offset"": [0, 3, 8, 9, 12, 16, 21, 22, 25, 29, 30, 35, 39, 51, 57, 60, 68, 69, 73, 76, 81, 82, 83, 86, 94, 96, 103, 112, 116, 120]}, ""finish_reason"": ""length""}], ""usage"": {""prompt_tokens"": 30, ""total_tokens"": 30}}"
50,"{""id"": ""cmpl-64wmnPApZz4KKngKC3IZVv5rB1HN0"", ""object"": ""text_completion"", ""created"": 1666637305, ""model"": ""text-davinci-002"", ""choices"": [{""text"": ""@marcdeacon_ Happy Birthday Marc have a good one! Xx"", ""index"": 0, ""logprobs"": {""tokens"": [""@"", ""mar"", ""c"", ""de"", ""acon"", ""_"", "" Happy"", "" Birthday"", "" Marc"", "" have"", "" a"", "" good"", "" one"", ""!"", "" X"", ""x""], ""token_logprobs"": [null, -10.233203, -2.3522713, -6.297148, -6.5404363, -6.072404, -11.971082, -1.7808412, -2.353939, -6.2443666, -0.216175, -3.1890771, -0.95441914, -2.4894493, -3.8440578, -1.9179478], ""top_logprobs"": [null, {""Override"": -1.8470138}, {""c"": -2.3522713}, {""."": -1.6953921}, {""j"": -2.0262277}, {""."": -0.46890184}, {""music"": -2.2482677}, {"" birthday"": -1.3681859}, {"" to"": -1.6146102}, {""!"": -1.0309776}, {"" a"": -0.216175}, {"" great"": -0.49937156}, {"" day"": -0.61186785}, {"" mate"": -1.6813142}, {""\n"": -0.9207106}, {""\n"": -1.0282755}], ""text_offset"": [0, 1, 4, 5, 7, 11, 12, 18, 27, 32, 37, 39, 44, 48, 49, 51]}, ""finish_reason"": ""length""}], ""usage"": {""prompt_tokens"": 16, ""total_tokens"": 16}}"
51,"{""id"": ""cmpl-64wmrQAZG8FIZtWWK54mlkqP5bmfi"", ""object"": ""text_completion"", ""created"": 1666637309, ""model"": ""text-davinci-002"", ""choices"": [{""text"": ""@apinknumjoo Hello, namjoo unnie! Welcome to paradox. i'm deeply sorry for the late greeting\u00a0 Chaey is wishing you to have a pleasant +"", ""index"": 0, ""logprobs"": {""tokens"": [""@"", ""ap"", ""ink"", ""num"", ""j"", ""oo"", "" Hello"", "","", "" n"", ""am"", ""j"", ""oo"", "" un"", ""nie"", ""!"", "" Welcome"", "" to"", "" paradox"", ""."", "" i"", ""'m"", "" deeply"", "" sorry"", "" for"", "" the"", "" late"", "" greeting"", ""\u00a0"", "" Cha"", ""ey"", "" is"", "" wishing"", "" you"", "" to"", "" have"", "" a"", "" pleasant"", "" +""], ""token_logprobs"": [null, -8.794796, -7.6315613, -11.458469, -11.000605, -2.1733131, -8.667846, -1.7147362, -8.021996, -0.28158274, -0.2607718, -0.039230812, -5.879051, -0.017878886, -1.199596, -5.930302, -0.44591168, -14.423742, -2.4109373, -4.8275604, -1.59701, -10.251395, -1.8452333, -0.7613001, -1.4025096, -1.7071791, -2.2847378, -13.809458, -13.716042, -1.2669238, -12.0650625, -9.376365, -0.39821583, -3.3579006, -0.9200473, -0.13563846, -3.4241395, -11.931556], ""top_logprobs"": [null, {""Override"": -1.8465229}, {""ig"": -3.0027847}, {""p"": -1.5934922}, {""1"": -0.061169606}, {""oo"": -2.1733131}, {""\n"": -1.4258306}, {"","": -1.7147362}, {"" I"": -1.8337426}, {""am"": -0.28158274}, {""j"": -0.2607718}, {""oo"": -0.039230812}, {""!"": -1.2990783}, {""nie"": -0.017878886}, {""!"": -1.199596}, {"" I"": -1.6558347}, {"" to"": -0.44591168}, {"" the"": -1.6692841}, {""!"": -1.3865288}, {"" We"": -2.1433864}, {"" hope"": -1.0255026}, {"" your"": -2.6204724}, {"" honored"": -1.3034586}, {"" for"": -0.7613001}, {"" the"": -1.4025096}, {"" inconvenience"": -1.6526195}, {"" welcome"": -1.0305789}, {""."": -0.9432811}, {""\n"": -1.6632003}, {""ey"": -1.2669238}, {""ou"": -0.6671163}, {"" here"": -1.9030089}, {"" you"": -0.39821583}, {"" a"": -0.94503695}, {"" have"": -0.9200473}, {"" a"": -0.13563846}, {"" great"": -1.6000426}, {"" day"": -1.2197433}], ""text_offset"": [0, 1, 3, 6, 9, 10, 12, 18, 19, 21, 23, 24, 26, 29, 32, 33, 41, 44, 52, 53, 55, 57, 64, 70, 74, 78, 83, 92, 93, 97, 99, 102, 110, 114, 117, 122, 124, 133]}, ""finish_reason"": ""length""}], ""usage"": {""prompt_tokens"": 38, ""total_tokens"": 38}}"
52,"{""id"": ""cmpl-64wmsV03n5cf340d9zZThHdvoNqcp"", ""object"": ""text_completion"", ""created"": 1666637310, ""model"": ""text-davinci-002"", ""choices"": [{""text"": ""Hey Sai - I'm having trouble picturing it my head. Any chance you have a design or a sketch for it?"", ""index"": 0, ""logprobs"": {""tokens"": [""Hey"", "" Sai"", "" -"", "" I"", ""'m"", "" having"", "" trouble"", "" pict"", ""uring"", "" it"", "" my"", "" head"", ""."", "" Any"", "" chance"", "" you"", "" have"", "" a"", "" design"", "" or"", "" a"", "" sketch"", "" for"", "" it"", ""?""], ""token_logprobs"": [null, -13.186455, -6.5244055, -2.54768, -2.139012, -4.1928334, -0.91542083, -10.946207, -0.00038650344, -3.3955665, -9.748255, -0.56796294, -0.72812307, -5.9797754, -1.0005683, -0.12035439, -2.3845031, -0.20834793, -6.687001, -1.5946627, -1.829677, -1.1700878, -3.8394463, -1.7365732, -0.18216458], ""top_logprobs"": [null, {"","": -0.4902744}, {"","": -1.3106401}, {""\n"": -1.0383753}, {"" am"": -2.0903342}, {"" sorry"": -1.417221}, {"" trouble"": -0.91542083}, {"" with"": -1.2555113}, {""uring"": -0.00038650344}, {"" what"": -1.4261646}, {""."": -0.68611026}, {"" head"": -0.56796294}, {""."": -0.72812307}, {"" Can"": -1.181633}, {"" chance"": -1.0005683}, {"" you"": -0.12035439}, {"" can"": -0.681194}, {"" a"": -0.20834793}, {"" picture"": -1.5915972}, {"" or"": -1.5946627}, {"" a"": -1.829677}, {"" sketch"": -1.1700878}, {""?"": -1.0371304}, {"" me"": -1.6162146}, {""?"": -0.18216458}], ""text_offset"": [0, 3, 7, 9, 11, 13, 20, 28, 33, 38, 41, 44, 49, 50, 54, 61, 65, 70, 72, 79, 82, 84, 91, 95, 98]}, ""finish_reason"": ""length""}], ""usage"": {""prompt_tokens"": 25, ""total_tokens"": 25}}"
53,"{""id"": ""cmpl-64wmsfU41JQJR2JPRL87q77Jgz7XB"", ""object"": ""text_completion"", ""created"": 1666637310, ""model"": ""text-davinci-002"", ""choices"": [{""text"": ""Thanks for the recent follow @discoverdelicio @johnmilley58 @OrbeauCustomer Happy to connect :) have a great Tuesday."", ""index"": 0, ""logprobs"": {""tokens"": [""Thanks"", "" for"", "" the"", "" recent"", "" follow"", "" @"", ""d"", ""iscover"", ""del"", ""icio"", "" @"", ""john"", ""mil"", ""ley"", ""58"", "" @"", ""Or"", ""be"", ""au"", ""Customer"", "" Happy"", "" to"", "" connect"", "" :)"", "" have"", "" a"", "" great"", "" Tuesday"", "".""], ""token_logprobs"": [null, -1.5527294, -1.6282027, -8.625891, -4.5577083, -0.6274229, -3.8622737, -6.8590374, -6.538694, -6.3891406, -1.5681019, -6.35194, -8.217361, -6.002778, -6.6980915, -1.0333223, -8.9159565, -6.115103, -6.9152117, -9.8188505, -7.4322224, -0.02599743, -0.011278659, -0.1092923, -2.5952291, -0.014848038, -0.2590222, -2.1503918, -0.108746596], ""top_logprobs"": [null, {"","": -1.3294975}, {"" the"": -1.6282027}, {"" help"": -2.0255086}, {"" edits"": -2.686913}, {"" @"": -0.6274229}, {""s"": -3.510963}, {""ave"": -2.467273}, {""_"": -2.2043588}, {""aware"": -1.3567243}, {""!"": -1.3720231}, {""d"": -2.8519897}, {""ny"": -1.8724846}, {""ner"": -2.826671}, {"" @"": -1.9971838}, {"" @"": -1.0333223}, {""s"": -3.4681923}, {""lando"": -2.2470548}, {""a"": -1.292929}, {"" @"": -2.5909274}, {"" @"": -0.5453702}, {"" to"": -0.02599743}, {"" connect"": -0.011278659}, {"" :)"": -0.1092923}, {"" ("": -0.6785522}, {"" a"": -0.014848038}, {"" great"": -0.2590222}, {"" Monday"": -1.3057922}, {""."": -0.108746596}], ""text_offset"": [0, 6, 10, 14, 21, 28, 30, 31, 38, 41, 45, 47, 51, 54, 57, 59, 61, 63, 65, 67, 75, 81, 84, 92, 95, 100, 102, 108, 116]}, ""finish_reason"": ""length""}], ""usage"": {""prompt_tokens"": 29, ""total_tokens"": 29}}"
54,"{""id"": ""cmpl-64wmtmPzrtCcdgco2XNObxkguk00V"", ""object"": ""text_completion"", ""created"": 1666637311, ""model"": ""text-davinci-002"", ""choices"": [{""text"": ""I will understand if you decline, but would very much like you to accept.\u00a0 May I nominate you?"", ""index"": 0, ""logprobs"": {""tokens"": [""I"", "" will"", "" understand"", "" if"", "" you"", "" decline"", "","", "" but"", "" would"", "" very"", "" much"", "" like"", "" you"", "" to"", "" accept"", ""."", ""\u00a0"", "" May"", "" I"", "" nominate"", "" you"", ""?""], ""token_logprobs"": [null, -5.245952, -7.5189457, -1.7133493, -0.26693413, -5.1437364, -1.9883082, -0.8465491, -4.868097, -3.5635772, -0.0074954494, -2.6939645, -2.817973, -0.035672553, -3.0336208, -1.2988323, -10.048166, -9.922331, -0.06779009, -9.909494, -0.30798477, -1.3330443], ""top_logprobs"": [null, {""'m"": -1.5299028}, {"" be"": -2.2317104}, {"" if"": -1.7133493}, {"" you"": -0.26693413}, {"" don"": -1.6419511}, {"" my"": -1.2233919}, {"" but"": -0.8465491}, {"" I"": -0.4484819}, {"" appreciate"": -1.0968249}, {"" much"": -0.0074954494}, {"" appreciate"": -0.11499373}, {"" to"": -0.35575664}, {"" to"": -0.035672553}, {"" attend"": -1.8708359}, {""."": -1.2988323}, {""\n"": -0.5405013}, {""\n"": -0.20129228}, {"" I"": -0.06779009}, {"" ask"": -0.9781966}, {"" you"": -0.30798477}, {"" for"": -0.8544066}], ""text_offset"": [0, 1, 6, 17, 20, 24, 32, 33, 37, 43, 48, 53, 58, 62, 65, 72, 73, 74, 78, 80, 89, 93]}, ""finish_reason"": ""length""}], ""usage"": {""prompt_tokens"": 22, ""total_tokens"": 22}}"
55,"{""id"": ""cmpl-64wmt8hhHPvzMAcVRZ23xxyUvEfyN"", ""object"": ""text_completion"", ""created"": 1666637311, ""model"": ""text-davinci-002"", ""choices"": [{""text"": ""@jonlovett All that said, you're hilarious and smart. Lovett or Leave It is brilliant. Please come do a live show in Florida!"", ""index"": 0, ""logprobs"": {""tokens"": [""@"", ""jon"", ""love"", ""tt"", "" All"", "" that"", "" said"", "","", "" you"", ""'re"", "" hilarious"", "" and"", "" smart"", ""."", "" Love"", ""tt"", "" or"", "" Leave"", "" It"", "" is"", "" brilliant"", ""."", "" Please"", "" come"", "" do"", "" a"", "" live"", "" show"", "" in"", "" Florida"", ""!""], ""token_logprobs"": [null, -13.576523, -9.041016, -1.3010554, -8.230537, -4.1227813, -2.2074099, -0.098973624, -3.6978595, -2.2269251, -7.724809, -1.0121015, -3.3720312, -2.2320287, -5.5048957, -5.9776006, -0.55332464, -0.35030404, -0.14283684, -0.6182914, -4.841426, -0.45835143, -3.524844, -3.2344234, -4.721417, -1.095508, -2.785184, -0.35046718, -0.47764915, -5.4049277, -1.3061571], ""top_logprobs"": [null, {""Override"": -1.8470038}, {""as"": -2.3090377}, {""tt"": -1.3010554}, {"")"": -1.7036722}, {"" of"": -2.0244715}, {"" said"": -2.2074099}, {"","": -0.098973624}, {"" I"": -1.2130454}, {"" can"": -1.9105912}, {"" right"": -1.9409075}, {"" and"": -1.0121015}, {"" I"": -1.1483619}, {"" and"": -0.30352193}, {"" I"": -2.0974467}, {"" you"": -1.0558883}, {"" or"": -0.55332464}, {"" Leave"": -0.35030404}, {"" It"": -0.14283684}, {"" is"": -0.6182914}, {"" a"": -1.8903657}, {""."": -0.45835143}, {"" \u2014"": -1.29994}, {"" keep"": -1.3277335}, {"" to"": -1.1522194}, {"" a"": -1.095508}, {"" podcast"": -1.6458807}, {"" show"": -0.35046718}, {"" in"": -0.47764915}, {"" Seattle"": -2.117123}, {""."": -0.8013582}], ""text_offset"": [0, 1, 4, 8, 10, 14, 19, 24, 25, 29, 32, 42, 46, 52, 53, 58, 60, 63, 69, 72, 75, 85, 86, 93, 98, 101, 103, 108, 113, 116, 124]}, ""finish_reason"": ""length""}], ""usage"": {""prompt_tokens"": 31, ""total_tokens"": 31}}"
56,"{""id"": ""cmpl-64wmtkEEA3d7m4SLyIEbzliccL2tL"", ""object"": ""text_completion"", ""created"": 1666637311, ""model"": ""text-davinci-002"", ""choices"": [{""text"": ""@svante - I'm fine with that! Care to give any feedback on what I SHOULD be using?"", ""index"": 0, ""logprobs"": {""tokens"": [""@"", ""s"", ""vant"", ""e"", "" -"", "" I"", ""'m"", "" fine"", "" with"", "" that"", ""!"", "" Care"", "" to"", "" give"", "" any"", "" feedback"", "" on"", "" what"", "" I"", "" SHOULD"", "" be"", "" using"", ""?""], ""token_logprobs"": [null, -5.228667, -12.680467, -0.57231796, -8.023362, -2.4218178, -2.0357766, -6.41968, -0.81270176, -2.2636116, -4.212054, -10.492063, -0.1612005, -4.0997825, -4.681409, -2.7965057, -0.36797243, -2.8579943, -2.2272086, -10.951855, -0.8159032, -4.363587, -1.0674381], ""top_logprobs"": [null, {""Override"": -1.8470038}, {""use"": -2.681311}, {""e"": -0.57231796}, {""."": -1.054319}, {"" I"": -2.4218178}, {""'m"": -2.0357766}, {"" not"": -1.46909}, {"" with"": -0.81270176}, {"" the"": -1.9053707}, {""."": -0.873986}, {""\n"": -1.3516302}, {"" to"": -0.1612005}, {"" add"": -2.3491669}, {"" it"": -1.0018975}, {"" more"": -1.550454}, {"" on"": -0.36797243}, {"" the"": -0.8580177}, {"" you"": -0.8464386}, {""'ve"": -0.97105676}, {"" be"": -0.8159032}, {"" doing"": -0.30384454}, {""?"": -1.0674381}], ""text_offset"": [0, 1, 2, 6, 7, 9, 11, 13, 18, 23, 28, 29, 34, 37, 42, 46, 55, 58, 63, 65, 72, 75, 81]}, ""finish_reason"": ""length""}], ""usage"": {""prompt_tokens"": 23, ""total_tokens"": 23}}"
57,"{""id"": ""cmpl-64wmt0lwhHPic1eiitjUErEvNh8pm"", ""object"": ""text_completion"", ""created"": 1666637311, ""model"": ""text-davinci-002"", ""choices"": [{""text"": ""More important than how they work is how to shut them down.\u00a0 Any tips on what the recipient of such a message should do?"", ""index"": 0, ""logprobs"": {""tokens"": [""More"", "" important"", "" than"", "" how"", "" they"", "" work"", "" is"", "" how"", "" to"", "" shut"", "" them"", "" down"", ""."", ""\u00a0"", "" Any"", "" tips"", "" on"", "" what"", "" the"", "" recipient"", "" of"", "" such"", "" a"", "" message"", "" should"", "" do"", ""?""], ""token_logprobs"": [null, -3.6355114, -1.542333, -4.4010534, -3.6208112, -3.4886467, -0.5227357, -2.1784897, -2.8861046, -8.698875, -0.077471025, -1.176868, -0.6504842, -8.913487, -7.2117214, -4.2813473, -1.577947, -4.2254376, -4.02176, -12.050261, -1.8964661, -2.4223213, -0.62975115, -1.8180875, -0.47694796, -0.066902004, -0.67376083], ""top_logprobs"": [null, {"" than"": -2.6655798}, {"","": -0.7884248}, {"" the"": -1.3140256}, {"" much"": -1.9205068}, {"" look"": -2.17514}, {"" is"": -0.5227357}, {"" what"": -1.0456876}, {"" they"": -0.8553897}, {"" use"": -1.3258455}, {"" them"": -0.077471025}, {"" off"": -0.42986253}, {""."": -0.6504842}, {""\n"": -1.2605917}, {""\n"": -0.62402195}, {"" time"": -2.1424286}, {""?"": -1.2867959}, {"" that"": -1.0932068}, {"" to"": -1.1185417}, {"" best"": -1.4766647}, {"" should"": -1.1329907}, {"" a"": -1.48985}, {"" a"": -0.62975115}, {"" call"": -1.412032}, {"" should"": -0.47694796}, {"" do"": -0.066902004}, {""?"": -0.67376083}], ""text_offset"": [0, 4, 14, 19, 23, 28, 33, 36, 40, 43, 48, 53, 58, 59, 60, 64, 69, 72, 77, 81, 91, 94, 99, 101, 109, 116, 119]}, ""finish_reason"": ""length""}], ""usage"": {""prompt_tokens"": 27, ""total_tokens"": 27}}"
58,"{""id"": ""cmpl-64wmuaBiRnTIWYrVGcDetSajulSjk"", ""object"": ""text_completion"", ""created"": 1666637312, ""model"": ""text-davinci-002"", ""choices"": [{""text"": ""Thanks, I think Angel Mendez will be a good story for the portal. What do you think?"", ""index"": 0, ""logprobs"": {""tokens"": [""Thanks"", "","", "" I"", "" think"", "" Angel"", "" Mend"", ""ez"", "" will"", "" be"", "" a"", "" good"", "" story"", "" for"", "" the"", "" portal"", ""."", "" What"", "" do"", "" you"", "" think"", ""?""], ""token_logprobs"": [null, -1.3294975, -4.5820885, -2.2980611, -13.69676, -11.288546, -1.3355383, -2.7473772, -1.0971924, -1.4002417, -1.1764792, -7.338978, -1.6933291, -1.668794, -9.994393, -0.67607135, -5.8328066, -1.19737, -0.031904165, -0.103817604, -0.44880933], ""top_logprobs"": [null, {"","": -1.3294975}, {""\n"": -0.6955294}, {""'ll"": -2.0250437}, {"".\"""": -1.4360726}, {""ina"": -1.4647813}, {""o"": -0.40191683}, {"" is"": -1.2306564}, {"" be"": -1.0971924}, {"" a"": -1.4002417}, {"" good"": -1.1764792}, {"" fit"": -1.2946026}, {""."": -1.5694621}, {"" the"": -1.668794}, {"" paper"": -1.633038}, {""."": -0.67607135}, {""\n"": -1.518028}, {"" do"": -1.19737}, {"" you"": -0.031904165}, {"" think"": -0.103817604}, {""?"": -0.44880933}], ""text_offset"": [0, 6, 7, 9, 15, 21, 26, 28, 33, 36, 38, 43, 49, 53, 57, 64, 65, 70, 73, 77, 83]}, ""finish_reason"": ""length""}], ""usage"": {""prompt_tokens"": 21, ""total_tokens"": 21}}"
59,"{""id"": ""cmpl-64wmu2vtFfzPl4AgCwYbUygTH3A7c"", ""object"": ""text_completion"", ""created"": 1666637312, ""model"": ""text-davinci-002"", ""choices"": [{""text"": ""Thank you for removing the \""Speedy Deletion\"" from my post. I realise that I still need to do more work on the post itself, but are the sources that I am using acceptable?"", ""index"": 0, ""logprobs"": {""tokens"": [""Thank"", "" you"", "" for"", "" removing"", "" the"", "" \"""", ""Spe"", ""edy"", "" De"", ""let"", ""ion"", ""\"""", "" from"", "" my"", "" post"", ""."", "" I"", "" realise"", "" that"", "" I"", "" still"", "" need"", "" to"", "" do"", "" more"", "" work"", "" on"", "" the"", "" post"", "" itself"", "","", "" but"", "" are"", "" the"", "" sources"", "" that"", "" I"", "" am"", "" using"", "" acceptable"", ""?""], ""token_logprobs"": [null, -0.08083673, -0.9601805, -10.004684, -0.9371073, -4.0702877, -7.4169993, -1.9398774, -0.6827572, -0.00055722997, -0.016522225, -0.15312818, -4.004338, -1.0511675, -5.0133204, -0.6732832, -0.9816013, -9.256985, -0.8352396, -0.7148911, -6.7724547, -1.0067887, -0.14637634, -2.504886, -1.8122505, -0.6389267, -0.46922246, -1.4001969, -1.9443313, -3.528687, -0.6243584, -0.43440434, -9.026807, -3.256512, -3.7459955, -2.2106857, -0.1025062, -3.3819258, -0.28541112, -2.3875167, -0.41058305], ""top_logprobs"": [null, {"" you"": -0.08083673}, {"" for"": -0.9601805}, {"" your"": -0.93565625}, {"" the"": -0.9371073}, {"" link"": -3.6641788}, {""C"": -4.084648}, {""lling"": -1.6511209}, {"" De"": -0.6827572}, {""let"": -0.00055722997}, {""ion"": -0.016522225}, {""\"""": -0.15312818}, {"" tag"": -0.9036812}, {"" my"": -1.0511675}, {"" page"": -0.97840244}, {""."": -0.6732832}, {"" I"": -0.9816013}, {"" have"": -1.9857109}, {"" that"": -0.8352396}, {"" I"": -0.7148911}, {"" made"": -1.8907423}, {"" have"": -0.9236141}, {"" to"": -0.14637634}, {"" work"": -2.190386}, {"" some"": -0.6889205}, {"" work"": -0.6389267}, {"" on"": -0.46922246}, {"" it"": -0.54985714}, {"" article"": -1.3740635}, {"","": -0.84120065}, {"","": -0.6243584}, {"" but"": -0.43440434}, {"" I"": -0.47981313}, {"" there"": -0.41845888}, {"" \"""": -2.5525882}, {"" I"": -1.4084492}, {"" I"": -0.1025062}, {"" have"": -1.1162331}, {"" using"": -0.28541112}, {"" adequate"": -2.239044}, {""?"": -0.41058305}], ""text_offset"": [0, 5, 9, 13, 22, 26, 28, 31, 34, 37, 40, 43, 44, 49, 52, 57, 58, 60, 68, 73, 75, 81, 86, 89, 92, 97, 102, 105, 109, 114, 121, 122, 126, 130, 134, 142, 147, 149, 152, 158, 169]}, ""finish_reason"": ""length""}], ""usage"": {""prompt_tokens"": 41, ""total_tokens"": 41}}"
60,"{""id"": ""cmpl-64wmvZv6kWgVGnEUuCdcWxtjLaAod"", ""object"": ""text_completion"", ""created"": 1666637313, ""model"": ""text-davinci-002"", ""choices"": [{""text"": ""Yes, this is a nice illustration. I'd love to have a look of the code; is it possible for you to mail it to me?"", ""index"": 0, ""logprobs"": {""tokens"": [""Yes"", "","", "" this"", "" is"", "" a"", "" nice"", "" illustration"", ""."", "" I"", ""'d"", "" love"", "" to"", "" have"", "" a"", "" look"", "" of"", "" the"", "" code"", "";"", "" is"", "" it"", "" possible"", "" for"", "" you"", "" to"", "" mail"", "" it"", "" to"", "" me"", ""?""], ""token_logprobs"": [null, -0.49545, -4.1507163, -0.61114424, -1.3338523, -5.9982758, -7.4925137, -1.826849, -3.879602, -4.264954, -2.971445, -0.08241247, -1.860411, -1.6012361, -5.146356, -8.183818, -1.8831704, -4.0679708, -8.055183, -3.7936869, -0.541268, -2.0031672, -2.4914284, -0.040196933, -0.01821475, -8.225277, -0.21970944, -0.091985255, -0.13460706, -0.23940724], ""top_logprobs"": [null, {"","": -0.49545}, {"" I"": -2.0118887}, {"" is"": -0.61114424}, {"" a"": -1.3338523}, {"" good"": -3.207494}, {"" place"": -3.123774}, {"" of"": -0.590167}, {""\n"": -0.432946}, {"" like"": -1.2581453}, {"" like"": -1.096489}, {"" to"": -0.08241247}, {"" see"": -0.8928016}, {"" it"": -1.1213539}, {"" copy"": -0.8251125}, {"" at"": -0.10930938}, {"" it"": -0.93672067}, {"" original"": -1.4995911}, {""."": -1.2854061}, {"" I"": -1.9238919}, {"" it"": -0.541268}, {"" available"": -0.68844813}, {"" to"": -0.43098173}, {"" you"": -0.040196933}, {"" to"": -0.01821475}, {"" share"": -0.7114475}, {"" it"": -0.21970944}, {"" to"": -0.091985255}, {"" me"": -0.13460706}, {""?"": -0.23940724}], ""text_offset"": [0, 3, 4, 9, 12, 14, 19, 32, 33, 35, 37, 42, 45, 50, 52, 57, 60, 64, 69, 70, 73, 76, 85, 89, 93, 96, 101, 104, 107, 110]}, ""finish_reason"": ""length""}], ""usage"": {""prompt_tokens"": 30, ""total_tokens"": 30}}"
61,"{""id"": ""cmpl-64wmvbmHwj9wCZQRz0PjVTY0GxRD9"", ""object"": ""text_completion"", ""created"": 1666637313, ""model"": ""text-davinci-002"", ""choices"": [{""text"": ""Happy to share my new video preview with some of my local fav's!#compose #excitement @CBCMusic @Musicyyc\u00a0 @CJSW @BreakOutWest @HifiClub"", ""index"": 0, ""logprobs"": {""tokens"": [""Happy"", "" to"", "" share"", "" my"", "" new"", "" video"", "" preview"", "" with"", "" some"", "" of"", "" my"", "" local"", "" fav"", ""'s"", ""!"", ""#"", ""com"", ""pose"", "" #"", ""exc"", ""itement"", "" @"", ""CBC"", ""Music"", "" @"", ""Mus"", ""icy"", ""y"", ""c"", ""\u00a0"", "" @"", ""C"", ""J"", ""SW"", "" @"", ""Break"", ""Out"", ""West"", "" @"", ""H"", ""ifi"", ""Club""], ""token_logprobs"": [null, -3.5226152, -4.1544437, -1.8060704, -1.7658795, -3.337033, -9.107983, -2.582031, -4.439849, -0.6138516, -0.9200846, -7.1234555, -5.429674, -5.5353355, -2.361687, -5.9904075, -6.6324863, -5.873628, -2.1398618, -9.101705, -4.8637996, -4.1833487, -9.302534, -3.1480143, -0.6129686, -4.615957, -9.113745, -5.3213153, -0.1296628, -13.871831, -3.8612943, -3.064993, -2.6875563, -0.01344539, -2.272358, -7.695176, -0.95525706, -0.013333094, -1.2422186, -4.3547688, -2.7748647, -0.19766292], ""top_logprobs"": [null, {""\n"": -2.2483542}, {"" be"": -1.9544507}, {"" my"": -1.8060704}, {"" new"": -1.7658795}, {"" single"": -3.143152}, {"" with"": -1.8269482}, {"" of"": -1.3339884}, {"" you"": -0.6723819}, {"" of"": -0.6138516}, {"" the"": -0.80778474}, {"" favorite"": -1.1810582}, {"" friends"": -2.1834898}, {""es"": -0.5345169}, {"" @"": -1.9185842}, {""\n"": -1.6542898}, {""Rep"": -3.3115098}, {""edy"": -0.9212464}, {""your"": -1.3895738}, {""music"": -2.0113685}, {""ited"": -0.09182327}, {"" #"": -0.24974662}, {""the"": -3.7434072}, {"" @"": -1.958187}, {"" @"": -0.6129686}, {""CBC"": -2.4811697}, {""i"": -0.35094386}, {""vr"": -0.41691428}, {""c"": -0.1296628}, {"" @"": -0.90648806}, {""pic"": -1.4268341}, {""YY"": -2.4284787}, {""BE"": -1.5762302}, {""SW"": -0.01344539}, {"" pic"": -1.1934997}, {""YY"": -2.7320368}, {""fast"": -0.7617881}, {""West"": -0.013333094}, {"" pic"": -0.9990755}, {""YY"": -2.5044622}, {""ear"": -1.940063}, {""Club"": -0.19766292}], ""text_offset"": [0, 5, 8, 14, 17, 21, 27, 35, 40, 45, 48, 51, 57, 61, 63, 64, 65, 68, 72, 74, 77, 84, 86, 89, 94, 96, 99, 102, 103, 104, 105, 107, 108, 109, 111, 113, 118, 121, 125, 127, 128, 131]}, ""finish_reason"": ""length""}], ""usage"": {""prompt_tokens"": 42, ""total_tokens"": 42}}"
